trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
137,False,"{'e': 0.06280184025585335, 'a': 0.5}",25,0,-37.556368811216515,"{0: 13, 1: 12, 2: 0, 3: 0, 4: 0}",0
138,False,"{'e': 0.061545803450736285, 'a': 0.5}",35,0,-85.19260502003624,"{0: 16, 1: 19, 2: 0, 3: 0, 4: 0}",0
139,False,"{'e': 0.060314887381721555, 'a': 0.5}",30,0,-69.23500914257572,"{0: 13, 1: 17, 2: 0, 3: 0, 4: 0}",0
140,False,"{'e': 0.05910858963408712, 'a': 0.5}",30,0,-64.99716669675551,"{0: 14, 1: 16, 2: 0, 3: 0, 4: 0}",0
141,False,"{'e': 0.05792641784140538, 'a': 0.5}",20,0,-21.212551143180892,"{0: 11, 1: 9, 2: 0, 3: 0, 4: 0}",0
142,False,"{'e': 0.05676788948457727, 'a': 0.5}",20,0,-44.065264054609585,"{0: 9, 1: 11, 2: 0, 3: 0, 4: 0}",0
143,False,"{'e': 0.055632531694885724, 'a': 0.5}",25,0,-23.455145577616527,"{0: 15, 1: 10, 2: 0, 3: 0, 4: 0}",0
144,False,"{'e': 0.054519881060988006, 'a': 0.5}",20,0,-20.830508280731927,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
145,False,"{'e': 0.05342948343976824, 'a': 0.5}",25,0,-24.158324560651497,"{0: 15, 1: 10, 2: 0, 3: 0, 4: 0}",0
146,False,"{'e': 0.052360893770972874, 'a': 0.5}",20,0,-28.39816371061441,"{0: 11, 1: 9, 2: 0, 3: 0, 4: 0}",0
147,False,"{'e': 0.05131367589555342, 'a': 0.5}",20,0,-41.36681197070908,"{0: 9, 1: 11, 2: 0, 3: 0, 4: 0}",0
148,False,"{'e': 0.05028740237764235, 'a': 0.5}",20,0,-56.05763456096519,"{0: 9, 1: 11, 2: 0, 3: 0, 4: 0}",0
149,False,"{'e': 0.0492816543300895, 'a': 0.5}",20,0,-37.6623296859107,"{0: 9, 1: 11, 2: 0, 3: 0, 4: 0}",0
1,True,"{'e': 0.0, 'a': 0.0}",25,0,-40.62539207840287,"{0: 15, 1: 10, 2: 0, 3: 0, 4: 0}",0
2,True,"{'e': 0.0, 'a': 0.0}",35,0,-76.31831069631492,"{0: 15, 1: 20, 2: 0, 3: 0, 4: 0}",0
3,True,"{'e': 0.0, 'a': 0.0}",20,0,-48.222376234540526,"{0: 9, 1: 11, 2: 0, 3: 0, 4: 0}",0
4,True,"{'e': 0.0, 'a': 0.0}",20,0,-44.21526421212862,"{0: 9, 1: 11, 2: 0, 3: 0, 4: 0}",0
5,True,"{'e': 0.0, 'a': 0.0}",25,0,-35.20269642894214,"{0: 13, 1: 12, 2: 0, 3: 0, 4: 0}",0
6,True,"{'e': 0.0, 'a': 0.0}",20,0,-40.11708110780823,"{0: 9, 1: 11, 2: 0, 3: 0, 4: 0}",0
7,True,"{'e': 0.0, 'a': 0.0}",20,0,-31.184176510899718,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
8,True,"{'e': 0.0, 'a': 0.0}",20,0,-39.81011574627192,"{0: 11, 1: 9, 2: 0, 3: 0, 4: 0}",0
9,True,"{'e': 0.0, 'a': 0.0}",20,0,-23.050021291159958,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
10,True,"{'e': 0.0, 'a': 0.0}",30,0,-76.60703476442153,"{0: 13, 1: 17, 2: 0, 3: 0, 4: 0}",0
